N0_05_08_2020_07_41_15.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 13 9 12 False 0.020020533880903534 0.216 0.2766990291262136 5 3 2.4746376811594204
N0_15_07_2020_21_30_44.json 24 44 370071000000000000000 3.6666666666666665 0.15942028985507245 1 10 7 9 False -0.061847857767414895 0.225 0.2780487804878049 5 3 2.4746376811594204
N0_22_07_2020_15_25_43.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 12 9 11 False 0.020020533880903534 0.199 0.2766990291262136 5 3 2.4746376811594204
N0_29_07_2020_01_33_04.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 13 9 11 False 0.020020533880903534 0.196 0.2766990291262136 5 3 2.4746376811594204
N1_05_08_2020_07_41_19.json 36 29 883328800003000000000 1.6111111111111112 0.046031746031746035 9 21 22 23 False -0.3828797394742962 0.081 0.06818181818181818 2 1 1.7777777777777777
N1_15_07_2020_21_30_55.json 26 21 577110800003000000000 1.6153846153846154 0.06461538461538462 7 11 14 11 False -0.4851973684210526 0.127 0.13636363636363635 2 1 1.6666666666666667
N1_22_07_2020_15_25_47.json 27 22 580110800003000000000 1.6296296296296295 0.06267806267806268 7 15 15 16 False -0.5250737463126841 0.089 0.125 2 1 1.6666666666666667
N1_29_07_2020_01_33_08.json 30 24 580128800003000000000 1.6 0.05517241379310345 8 13 17 13 False -0.5019556714471962 0.099 0.12 2 1 1.6666666666666667
N2_05_08_2020_07_41_23.json 5435 4768 8637245455297795402959 1.7545538178472861 0.0003228843978371892 1030 2685 2963 2674 False -0.2530830897885065 0.001 0.0010291595197255575 3 2 1.9783549783549783
N2_15_07_2020_21_31_06.json 4684 4106 7131260095307792402792 1.753202391118702 0.00037437591097986373 884 2356 2583 2324 False -0.2829798898946429 0.0 0.0006093845216331506 6 3 3.1838235294117645
N2_22_07_2020_15_25_50.json 5122 4484 7720569555297795402792 1.7508785630613042 0.00034190169167375595 974 2560 2811 2534 False -0.28122449669529903 0.001 0.0005586592178770949 6 3 3.1838235294117645
N2_29_07_2020_01_33_12.json 5306 4650 8236442655297795402959 1.7527327553712777 0.00033039260233200333 1010 2594 2890 2634 False -0.2647904619560734 0.0 0.0010548523206751054 3 2 1.9736842105263157
N3_05_08_2020_07_41_27.json 62 165 1423000000000000007719 5.32258064516129 0.08725542041248018 3 36 6 33 False -0.35068081601007817 0.369 0.26666666666666666 7 4 2.949350649350649
N3_15_07_2020_21_31_17.json 51 125 1290000000000000005019 4.901960784313726 0.09803921568627451 3 18 6 27 False -0.3093631514684152 0.508 0.33559322033898303 6 3 2.819191919191919
N3_22_07_2020_15_25_54.json 51 125 1290000000000000005019 4.901960784313726 0.09803921568627451 3 28 6 28 False -0.3093631514684152 0.509 0.33559322033898303 6 3 2.819191919191919
N3_29_07_2020_01_33_22.json 62 165 1423000000000000007719 5.32258064516129 0.08725542041248018 3 33 6 34 False -0.35068081601007817 0.367 0.26666666666666666 7 4 2.949350649350649
N0_05_08_2020_07_41_15.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 11 9 12 False 0.020020533880903534 0.197 0.2766990291262136 5 3 2.4746376811594204
N0_15_07_2020_21_30_44.json 24 44 370071000000000000000 3.6666666666666665 0.15942028985507245 1 11 7 10 False -0.061847857767414895 0.221 0.2780487804878049 5 3 2.4746376811594204
N0_22_07_2020_15_25_43.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 11 9 12 False 0.020020533880903534 0.185 0.2766990291262136 5 3 2.4746376811594204
N0_29_07_2020_01_33_04.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 14 9 13 False 0.020020533880903534 0.21 0.2766990291262136 5 3 2.4746376811594204
N1_05_08_2020_07_41_19.json 36 29 883328800003000000000 1.6111111111111112 0.046031746031746035 9 23 22 22 False -0.3828797394742962 0.091 0.06818181818181818 2 1 1.7777777777777777
N1_15_07_2020_21_30_55.json 26 21 577110800003000000000 1.6153846153846154 0.06461538461538462 7 14 14 15 False -0.4851973684210526 0.117 0.13636363636363635 2 1 1.6666666666666667
N1_22_07_2020_15_25_47.json 27 22 580110800003000000000 1.6296296296296295 0.06267806267806268 7 15 15 15 False -0.5250737463126841 0.108 0.125 2 1 1.6666666666666667
N1_29_07_2020_01_33_08.json 30 24 580128800003000000000 1.6 0.05517241379310345 8 18 17 16 False -0.5019556714471962 0.097 0.12 2 1 1.6666666666666667
N2_05_08_2020_07_41_23.json 5435 4768 8637245455297795402959 1.7545538178472861 0.0003228843978371892 1030 2711 2963 2725 False -0.2530830897885065 0.0 0.0010291595197255575 3 2 1.9783549783549783
N2_15_07_2020_21_31_06.json 4684 4106 7131260095307792402792 1.753202391118702 0.00037437591097986373 884 2297 2583 2336 False -0.2829798898946429 0.002 0.0006093845216331506 6 3 3.1838235294117645
N0_05_08_2020_07_41_15.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 12 9 12 False 0.020020533880903534 0.201 0.2766990291262136 5 3 2.4746376811594204
N0_15_07_2020_21_30_44.json 24 44 370071000000000000000 3.6666666666666665 0.15942028985507245 1 11 7 11 False -0.061847857767414895 0.226 0.2780487804878049 5 3 2.4746376811594204
N0_22_07_2020_15_25_43.json 27 46 383071000000000000000 3.4074074074074074 0.13105413105413105 2 12 9 13 False 0.020020533880903534 0.203 0.2766990291262136 5 3 2.4746376811594204
